using CUDA on GPU 0...	
loading data files...	
cutting off end of data so that the batches/sequences divide evenly	
reshaping tensor...	
data load done. Number of data batches in train: 423, val: 23, test: 0	
vocab size: 65	
creating an lstm with 2 layers	
Drawed the graph	
setting forget gate biases to 1 in LSTM layer 1	
setting forget gate biases to 1 in LSTM layer 2	
number of parameters in the model: 240321	
cloning rnn	
cloning criterion	
1/21150 (epoch 0.002), train_loss = 4.16541388, grad/param norm = 5.4285e-01, time/batch = 0.3735s	
7454/21150 (epoch 17.622), train_loss = 1.61701885, grad/param norm = 5.1074e-02, time/batch = 0.0764s	
7455/21150 (epoch 17.624), train_loss = 1.64234190, grad/param norm = 5.1039e-02, time/batch = 0.0807s	
7456/21150 (epoch 17.626), train_loss = 1.61861757, grad/param norm = 5.2261e-02, time/batch = 0.0769s	
7457/21150 (epoch 17.629), train_loss = 1.69258210, grad/param norm = 5.1941e-02, time/batch = 0.0757s	
7458/21150 (epoch 17.631), train_loss = 1.71718546, grad/param norm = 5.2311e-02, time/batch = 0.0851s	
7459/21150 (epoch 17.634), train_loss = 1.66731752, grad/param norm = 5.0873e-02, time/batch = 0.0872s	
7460/21150 (epoch 17.636), train_loss = 1.63004698, grad/param norm = 4.9217e-02, time/batch = 0.0826s	
7461/21150 (epoch 17.638), train_loss = 1.62127152, grad/param norm = 4.8561e-02, time/batch = 0.0842s	
7462/21150 (epoch 17.641), train_loss = 1.65273823, grad/param norm = 4.9704e-02, time/batch = 0.0828s	
7463/21150 (epoch 17.643), train_loss = 1.67375407, grad/param norm = 5.0326e-02, time/batch = 0.0771s	
7464/21150 (epoch 17.645), train_loss = 1.62550611, grad/param norm = 5.1101e-02, time/batch = 0.0767s	
7465/21150 (epoch 17.648), train_loss = 1.72309856, grad/param norm = 5.0863e-02, time/batch = 0.0790s	
7466/21150 (epoch 17.650), train_loss = 1.66378073, grad/param norm = 4.7012e-02, time/batch = 0.0792s	
7467/21150 (epoch 17.652), train_loss = 1.72146463, grad/param norm = 5.4265e-02, time/batch = 0.0822s	
7468/21150 (epoch 17.655), train_loss = 1.68581551, grad/param norm = 5.1810e-02, time/batch = 0.0818s	
7469/21150 (epoch 17.657), train_loss = 1.68536787, grad/param norm = 5.2502e-02, time/batch = 0.0783s	
7470/21150 (epoch 17.660), train_loss = 1.66918668, grad/param norm = 5.3102e-02, time/batch = 0.0773s	
7471/21150 (epoch 17.662), train_loss = 1.67258909, grad/param norm = 5.5432e-02, time/batch = 0.0794s	
7472/21150 (epoch 17.664), train_loss = 1.64721673, grad/param norm = 4.9852e-02, time/batch = 0.0775s	
7473/21150 (epoch 17.667), train_loss = 1.71010293, grad/param norm = 5.4399e-02, time/batch = 0.0924s	
7474/21150 (epoch 17.669), train_loss = 1.65766641, grad/param norm = 5.3343e-02, time/batch = 0.0894s	
7475/21150 (epoch 17.671), train_loss = 1.62266968, grad/param norm = 5.2129e-02, time/batch = 0.0947s	
7476/21150 (epoch 17.674), train_loss = 1.67841213, grad/param norm = 5.2899e-02, time/batch = 0.0872s	
7477/21150 (epoch 17.676), train_loss = 1.62490040, grad/param norm = 5.4006e-02, time/batch = 0.0842s	
7478/21150 (epoch 17.678), train_loss = 1.63006089, grad/param norm = 5.1437e-02, time/batch = 0.0796s	
7479/21150 (epoch 17.681), train_loss = 1.71160110, grad/param norm = 5.1653e-02, time/batch = 0.0862s	
7480/21150 (epoch 17.683), train_loss = 1.68577210, grad/param norm = 5.0505e-02, time/batch = 0.0871s	
7481/21150 (epoch 17.686), train_loss = 1.68936435, grad/param norm = 5.3941e-02, time/batch = 0.0772s	
7482/21150 (epoch 17.688), train_loss = 1.61626641, grad/param norm = 5.0256e-02, time/batch = 0.0759s	
7483/21150 (epoch 17.690), train_loss = 1.65082491, grad/param norm = 4.6750e-02, time/batch = 0.0756s	
7484/21150 (epoch 17.693), train_loss = 1.66110175, grad/param norm = 5.3378e-02, time/batch = 0.0739s	
7485/21150 (epoch 17.695), train_loss = 1.69547025, grad/param norm = 5.0626e-02, time/batch = 0.0753s	
7486/21150 (epoch 17.697), train_loss = 1.67265037, grad/param norm = 4.8137e-02, time/batch = 0.0803s	
7487/21150 (epoch 17.700), train_loss = 1.71227901, grad/param norm = 5.0803e-02, time/batch = 0.0823s	
7488/21150 (epoch 17.702), train_loss = 1.71970863, grad/param norm = 5.4357e-02, time/batch = 0.0908s	
7489/21150 (epoch 17.704), train_loss = 1.62920478, grad/param norm = 5.0242e-02, time/batch = 0.0881s	
7490/21150 (epoch 17.707), train_loss = 1.72089830, grad/param norm = 5.4723e-02, time/batch = 0.0877s	
7491/21150 (epoch 17.709), train_loss = 1.60888090, grad/param norm = 4.8284e-02, time/batch = 0.0797s	
7492/21150 (epoch 17.712), train_loss = 1.61430290, grad/param norm = 5.2700e-02, time/batch = 0.0781s	
7493/21150 (epoch 17.714), train_loss = 1.65469872, grad/param norm = 5.0207e-02, time/batch = 0.0768s	
7494/21150 (epoch 17.716), train_loss = 1.60395616, grad/param norm = 5.5442e-02, time/batch = 0.0771s	
7495/21150 (epoch 17.719), train_loss = 1.58687613, grad/param norm = 4.8867e-02, time/batch = 0.0766s	
7496/21150 (epoch 17.721), train_loss = 1.68798685, grad/param norm = 5.6251e-02, time/batch = 0.0761s	
7497/21150 (epoch 17.723), train_loss = 1.67363628, grad/param norm = 5.0343e-02, time/batch = 0.0753s	
7498/21150 (epoch 17.726), train_loss = 1.60224790, grad/param norm = 5.3721e-02, time/batch = 0.0777s	
7499/21150 (epoch 17.728), train_loss = 1.69481493, grad/param norm = 5.1873e-02, time/batch = 0.0840s	
7500/21150 (epoch 17.730), train_loss = 1.71223897, grad/param norm = 5.3024e-02, time/batch = 0.0793s	
7501/21150 (epoch 17.733), train_loss = 1.69251442, grad/param norm = 5.0590e-02, time/batch = 0.0770s	
7502/21150 (epoch 17.735), train_loss = 1.64085003, grad/param norm = 5.4866e-02, time/batch = 0.0808s	
7503/21150 (epoch 17.738), train_loss = 1.70742893, grad/param norm = 5.2760e-02, time/batch = 0.0904s	
7504/21150 (epoch 17.740), train_loss = 1.70454664, grad/param norm = 5.0049e-02, time/batch = 0.0849s	
7505/21150 (epoch 17.742), train_loss = 1.71386229, grad/param norm = 5.0815e-02, time/batch = 0.0824s	
7506/21150 (epoch 17.745), train_loss = 1.59886565, grad/param norm = 5.3794e-02, time/batch = 0.0872s	
7507/21150 (epoch 17.747), train_loss = 1.66625444, grad/param norm = 5.1897e-02, time/batch = 0.0845s	
7508/21150 (epoch 17.749), train_loss = 1.64835762, grad/param norm = 5.4917e-02, time/batch = 0.0802s	
7509/21150 (epoch 17.752), train_loss = 1.65582178, grad/param norm = 5.0634e-02, time/batch = 0.0844s	
7510/21150 (epoch 17.754), train_loss = 1.63903881, grad/param norm = 4.8888e-02, time/batch = 0.0830s	
7511/21150 (epoch 17.757), train_loss = 1.58770307, grad/param norm = 5.0351e-02, time/batch = 0.0802s	
7512/21150 (epoch 17.759), train_loss = 1.61098792, grad/param norm = 4.8516e-02, time/batch = 0.0822s	
7513/21150 (epoch 17.761), train_loss = 1.62711886, grad/param norm = 5.3419e-02, time/batch = 0.0757s	
7514/21150 (epoch 17.764), train_loss = 1.64640233, grad/param norm = 5.5302e-02, time/batch = 0.0797s	
7515/21150 (epoch 17.766), train_loss = 1.62045317, grad/param norm = 5.7715e-02, time/batch = 0.0787s	
7516/21150 (epoch 17.768), train_loss = 1.63655519, grad/param norm = 5.0585e-02, time/batch = 0.0763s	
7517/21150 (epoch 17.771), train_loss = 1.64574876, grad/param norm = 4.7220e-02, time/batch = 0.0810s	
7518/21150 (epoch 17.773), train_loss = 1.62709969, grad/param norm = 4.9372e-02, time/batch = 0.0940s	
7519/21150 (epoch 17.775), train_loss = 1.60764530, grad/param norm = 5.3481e-02, time/batch = 0.0849s	
7520/21150 (epoch 17.778), train_loss = 1.68242491, grad/param norm = 5.3902e-02, time/batch = 0.0846s	
7521/21150 (epoch 17.780), train_loss = 1.63735673, grad/param norm = 5.3399e-02, time/batch = 0.0810s	
7522/21150 (epoch 17.783), train_loss = 1.63117718, grad/param norm = 5.0628e-02, time/batch = 0.0827s	
7523/21150 (epoch 17.785), train_loss = 1.68078091, grad/param norm = 5.3479e-02, time/batch = 0.0811s	
7524/21150 (epoch 17.787), train_loss = 1.60314562, grad/param norm = 4.5062e-02, time/batch = 0.0831s	
7525/21150 (epoch 17.790), train_loss = 1.57699468, grad/param norm = 4.8648e-02, time/batch = 0.0807s	
7526/21150 (epoch 17.792), train_loss = 1.62855467, grad/param norm = 5.0599e-02, time/batch = 0.0813s	
7527/21150 (epoch 17.794), train_loss = 1.63927624, grad/param norm = 5.1687e-02, time/batch = 0.0801s	
7528/21150 (epoch 17.797), train_loss = 1.64463249, grad/param norm = 5.8709e-02, time/batch = 0.0813s	
7529/21150 (epoch 17.799), train_loss = 1.62773423, grad/param norm = 5.3471e-02, time/batch = 0.0834s	
7530/21150 (epoch 17.801), train_loss = 1.74087643, grad/param norm = 5.6721e-02, time/batch = 0.0823s	
7531/21150 (epoch 17.804), train_loss = 1.60554857, grad/param norm = 5.1906e-02, time/batch = 0.0830s	
7532/21150 (epoch 17.806), train_loss = 1.69083331, grad/param norm = 5.1930e-02, time/batch = 0.0867s	
7533/21150 (epoch 17.809), train_loss = 1.59405502, grad/param norm = 4.9446e-02, time/batch = 0.0886s	
7534/21150 (epoch 17.811), train_loss = 1.67436207, grad/param norm = 5.4307e-02, time/batch = 0.0882s	
7535/21150 (epoch 17.813), train_loss = 1.64536660, grad/param norm = 5.3853e-02, time/batch = 0.0880s	
7536/21150 (epoch 17.816), train_loss = 1.58229443, grad/param norm = 4.9746e-02, time/batch = 0.0867s	
7537/21150 (epoch 17.818), train_loss = 1.67562090, grad/param norm = 5.1689e-02, time/batch = 0.0847s	
7538/21150 (epoch 17.820), train_loss = 1.62807027, grad/param norm = 5.8565e-02, time/batch = 0.0815s	
7539/21150 (epoch 17.823), train_loss = 1.69019386, grad/param norm = 5.1893e-02, time/batch = 0.0806s	
7540/21150 (epoch 17.825), train_loss = 1.62737477, grad/param norm = 5.3175e-02, time/batch = 0.0814s	
7541/21150 (epoch 17.827), train_loss = 1.72017243, grad/param norm = 5.6827e-02, time/batch = 0.0844s	
7542/21150 (epoch 17.830), train_loss = 1.69046444, grad/param norm = 4.8195e-02, time/batch = 0.0809s	
7543/21150 (epoch 17.832), train_loss = 1.66019411, grad/param norm = 5.1739e-02, time/batch = 0.0811s	
7544/21150 (epoch 17.835), train_loss = 1.59265277, grad/param norm = 5.0573e-02, time/batch = 0.0804s	
7545/21150 (epoch 17.837), train_loss = 1.59493187, grad/param norm = 5.0622e-02, time/batch = 0.0806s	
7546/21150 (epoch 17.839), train_loss = 1.61138505, grad/param norm = 5.2143e-02, time/batch = 0.0852s	
7547/21150 (epoch 17.842), train_loss = 1.64166519, grad/param norm = 4.9364e-02, time/batch = 0.0936s	
7548/21150 (epoch 17.844), train_loss = 1.69032815, grad/param norm = 4.8293e-02, time/batch = 0.0868s	
7549/21150 (epoch 17.846), train_loss = 1.70505146, grad/param norm = 5.1457e-02, time/batch = 0.0876s	
7550/21150 (epoch 17.849), train_loss = 1.61545222, grad/param norm = 5.2047e-02, time/batch = 0.0851s	
7551/21150 (epoch 17.851), train_loss = 1.62357299, grad/param norm = 5.2123e-02, time/batch = 0.0846s	
7552/21150 (epoch 17.853), train_loss = 1.69027785, grad/param norm = 5.1594e-02, time/batch = 0.0787s	
7553/21150 (epoch 17.856), train_loss = 1.64213628, grad/param norm = 5.5333e-02, time/batch = 0.0780s	
7554/21150 (epoch 17.858), train_loss = 1.61892292, grad/param norm = 4.8010e-02, time/batch = 0.0782s	
7555/21150 (epoch 17.861), train_loss = 1.65555517, grad/param norm = 4.9328e-02, time/batch = 0.0756s	
7556/21150 (epoch 17.863), train_loss = 1.70046040, grad/param norm = 5.9230e-02, time/batch = 0.0744s	
7557/21150 (epoch 17.865), train_loss = 1.63425496, grad/param norm = 5.5767e-02, time/batch = 0.0740s	
7558/21150 (epoch 17.868), train_loss = 1.62903983, grad/param norm = 5.6238e-02, time/batch = 0.0769s	
7559/21150 (epoch 17.870), train_loss = 1.62819252, grad/param norm = 5.4066e-02, time/batch = 0.0778s	
7560/21150 (epoch 17.872), train_loss = 1.66229666, grad/param norm = 5.8716e-02, time/batch = 0.0752s	
7561/21150 (epoch 17.875), train_loss = 1.63208424, grad/param norm = 4.9999e-02, time/batch = 0.0828s	
7562/21150 (epoch 17.877), train_loss = 1.74962994, grad/param norm = 5.6773e-02, time/batch = 0.0879s	
7563/21150 (epoch 17.879), train_loss = 1.62783118, grad/param norm = 5.0391e-02, time/batch = 0.0849s	
7564/21150 (epoch 17.882), train_loss = 1.67767869, grad/param norm = 4.8003e-02, time/batch = 0.0821s	
7565/21150 (epoch 17.884), train_loss = 1.66679246, grad/param norm = 5.1499e-02, time/batch = 0.0795s	
7566/21150 (epoch 17.887), train_loss = 1.64644981, grad/param norm = 4.7564e-02, time/batch = 0.0794s	
7567/21150 (epoch 17.889), train_loss = 1.65272979, grad/param norm = 5.0733e-02, time/batch = 0.0766s	
7568/21150 (epoch 17.891), train_loss = 1.63513549, grad/param norm = 4.8644e-02, time/batch = 0.0752s	
7569/21150 (epoch 17.894), train_loss = 1.63061256, grad/param norm = 5.0698e-02, time/batch = 0.0785s	
7570/21150 (epoch 17.896), train_loss = 1.60675539, grad/param norm = 5.1590e-02, time/batch = 0.0760s	
7571/21150 (epoch 17.898), train_loss = 1.64438807, grad/param norm = 5.6994e-02, time/batch = 0.0814s	
7572/21150 (epoch 17.901), train_loss = 1.67147191, grad/param norm = 5.2246e-02, time/batch = 0.0754s	
7573/21150 (epoch 17.903), train_loss = 1.64684744, grad/param norm = 4.7559e-02, time/batch = 0.0790s	
7574/21150 (epoch 17.905), train_loss = 1.68932614, grad/param norm = 5.1906e-02, time/batch = 0.0794s	
7575/21150 (epoch 17.908), train_loss = 1.65318754, grad/param norm = 5.4302e-02, time/batch = 0.0810s	
7576/21150 (epoch 17.910), train_loss = 1.64848998, grad/param norm = 5.4452e-02, time/batch = 0.0752s	
7577/21150 (epoch 17.913), train_loss = 1.70846899, grad/param norm = 5.4847e-02, time/batch = 0.0846s	
7578/21150 (epoch 17.915), train_loss = 1.67988987, grad/param norm = 5.3265e-02, time/batch = 0.0867s	
7579/21150 (epoch 17.917), train_loss = 1.68129409, grad/param norm = 5.3816e-02, time/batch = 0.0810s	
7580/21150 (epoch 17.920), train_loss = 1.67758695, grad/param norm = 5.6443e-02, time/batch = 0.0812s	
7581/21150 (epoch 17.922), train_loss = 1.63329659, grad/param norm = 5.3691e-02, time/batch = 0.0916s	
7582/21150 (epoch 17.924), train_loss = 1.66051347, grad/param norm = 4.9329e-02, time/batch = 0.0785s	
7583/21150 (epoch 17.927), train_loss = 1.64674953, grad/param norm = 5.1565e-02, time/batch = 0.0820s	
7584/21150 (epoch 17.929), train_loss = 1.66798626, grad/param norm = 5.0304e-02, time/batch = 0.0764s	
7585/21150 (epoch 17.931), train_loss = 1.70577726, grad/param norm = 5.2303e-02, time/batch = 0.0768s	
7586/21150 (epoch 17.934), train_loss = 1.62163384, grad/param norm = 5.1740e-02, time/batch = 0.0768s	
7587/21150 (epoch 17.936), train_loss = 1.67855722, grad/param norm = 4.8691e-02, time/batch = 0.0762s	
7588/21150 (epoch 17.939), train_loss = 1.62811574, grad/param norm = 5.1712e-02, time/batch = 0.0826s	
7589/21150 (epoch 17.941), train_loss = 1.60304075, grad/param norm = 4.9720e-02, time/batch = 0.0778s	
7590/21150 (epoch 17.943), train_loss = 1.66002384, grad/param norm = 5.2161e-02, time/batch = 0.0758s	
7591/21150 (epoch 17.946), train_loss = 1.62908891, grad/param norm = 4.9671e-02, time/batch = 0.0790s	
7592/21150 (epoch 17.948), train_loss = 1.69496109, grad/param norm = 5.3969e-02, time/batch = 0.0907s	
7593/21150 (epoch 17.950), train_loss = 1.66522969, grad/param norm = 5.3124e-02, time/batch = 0.0852s	
7594/21150 (epoch 17.953), train_loss = 1.67995739, grad/param norm = 5.3648e-02, time/batch = 0.0816s	
7595/21150 (epoch 17.955), train_loss = 1.68162425, grad/param norm = 5.0158e-02, time/batch = 0.0820s	
7596/21150 (epoch 17.957), train_loss = 1.66776020, grad/param norm = 5.1116e-02, time/batch = 0.0788s	
7597/21150 (epoch 17.960), train_loss = 1.67208570, grad/param norm = 5.2567e-02, time/batch = 0.0768s	
7598/21150 (epoch 17.962), train_loss = 1.69028191, grad/param norm = 5.5779e-02, time/batch = 0.0759s	
7599/21150 (epoch 17.965), train_loss = 1.64115676, grad/param norm = 5.0071e-02, time/batch = 0.0758s	
7600/21150 (epoch 17.967), train_loss = 1.70407851, grad/param norm = 4.9757e-02, time/batch = 0.0770s	
7601/21150 (epoch 17.969), train_loss = 1.68698342, grad/param norm = 4.9798e-02, time/batch = 0.0825s	
7602/21150 (epoch 17.972), train_loss = 1.70443029, grad/param norm = 5.7271e-02, time/batch = 0.0785s	
7603/21150 (epoch 17.974), train_loss = 1.65763760, grad/param norm = 5.3855e-02, time/batch = 0.0785s	
7604/21150 (epoch 17.976), train_loss = 1.67576872, grad/param norm = 4.9882e-02, time/batch = 0.0784s	
7605/21150 (epoch 17.979), train_loss = 1.64092190, grad/param norm = 4.8540e-02, time/batch = 0.0784s	
7606/21150 (epoch 17.981), train_loss = 1.61898875, grad/param norm = 4.7775e-02, time/batch = 0.0757s	
7607/21150 (epoch 17.983), train_loss = 1.69906715, grad/param norm = 5.6180e-02, time/batch = 0.0910s	
7608/21150 (epoch 17.986), train_loss = 1.66278790, grad/param norm = 4.9855e-02, time/batch = 0.0851s	
7609/21150 (epoch 17.988), train_loss = 1.62840139, grad/param norm = 4.3851e-02, time/batch = 0.0822s	
7610/21150 (epoch 17.991), train_loss = 1.63397556, grad/param norm = 5.0136e-02, time/batch = 0.0844s	
7611/21150 (epoch 17.993), train_loss = 1.70186496, grad/param norm = 5.2919e-02, time/batch = 0.0836s	
7612/21150 (epoch 17.995), train_loss = 1.66758198, grad/param norm = 4.8101e-02, time/batch = 0.0801s	
7613/21150 (epoch 17.998), train_loss = 1.69867401, grad/param norm = 5.6614e-02, time/batch = 0.0848s	
decayed learning rate by a factor 0.97 to 0.0015204621173091	
7614/21150 (epoch 18.000), train_loss = 1.74204651, grad/param norm = 5.2264e-02, time/batch = 0.0786s	
7615/21150 (epoch 18.002), train_loss = 1.88316324, grad/param norm = 7.2032e-02, time/batch = 0.0777s	
7616/21150 (epoch 18.005), train_loss = 1.63686176, grad/param norm = 4.8241e-02, time/batch = 0.0804s	
7617/21150 (epoch 18.007), train_loss = 1.64686142, grad/param norm = 5.0542e-02, time/batch = 0.0792s	
7618/21150 (epoch 18.009), train_loss = 1.64073135, grad/param norm = 4.9288e-02, time/batch = 0.0783s	
7619/21150 (epoch 18.012), train_loss = 1.69572925, grad/param norm = 5.1765e-02, time/batch = 0.0798s	
7620/21150 (epoch 18.014), train_loss = 1.67178851, grad/param norm = 5.2599e-02, time/batch = 0.0817s	
7621/21150 (epoch 18.017), train_loss = 1.70388112, grad/param norm = 5.3523e-02, time/batch = 0.0942s	
7622/21150 (epoch 18.019), train_loss = 1.69521304, grad/param norm = 4.6922e-02, time/batch = 0.0882s	
7623/21150 (epoch 18.021), train_loss = 1.60843393, grad/param norm = 4.8719e-02, time/batch = 0.0871s	
7624/21150 (epoch 18.024), train_loss = 1.55765428, grad/param norm = 5.1005e-02, time/batch = 0.0824s	
7625/21150 (epoch 18.026), train_loss = 1.71899104, grad/param norm = 5.1512e-02, time/batch = 0.0812s	
7626/21150 (epoch 18.028), train_loss = 1.62068415, grad/param norm = 5.0062e-02, time/batch = 0.0834s	
7627/21150 (epoch 18.031), train_loss = 1.65327752, grad/param norm = 5.2830e-02, time/batch = 0.0811s	
7628/21150 (epoch 18.033), train_loss = 1.64273366, grad/param norm = 5.0334e-02, time/batch = 0.0792s	
7629/21150 (epoch 18.035), train_loss = 1.63133161, grad/param norm = 5.1052e-02, time/batch = 0.0809s	
7630/21150 (epoch 18.038), train_loss = 1.63330923, grad/param norm = 6.2038e-02, time/batch = 0.0828s	
7631/21150 (epoch 18.040), train_loss = 1.72070295, grad/param norm = 5.2211e-02, time/batch = 0.0857s	
7632/21150 (epoch 18.043), train_loss = 1.61827485, grad/param norm = 4.8348e-02, time/batch = 0.0838s	
7633/21150 (epoch 18.045), train_loss = 1.63314278, grad/param norm = 5.3066e-02, time/batch = 0.0832s	
7634/21150 (epoch 18.047), train_loss = 1.64605406, grad/param norm = 5.1241e-02, time/batch = 0.0828s	
7635/21150 (epoch 18.050), train_loss = 1.59776472, grad/param norm = 4.9575e-02, time/batch = 0.0841s	
7636/21150 (epoch 18.052), train_loss = 1.64126665, grad/param norm = 4.9765e-02, time/batch = 0.0863s	
7637/21150 (epoch 18.054), train_loss = 1.60364157, grad/param norm = 5.5642e-02, time/batch = 0.0863s	
7638/21150 (epoch 18.057), train_loss = 1.61719147, grad/param norm = 4.8221e-02, time/batch = 0.0846s	
7639/21150 (epoch 18.059), train_loss = 1.55518672, grad/param norm = 5.4843e-02, time/batch = 0.0855s	
7640/21150 (epoch 18.061), train_loss = 1.63821925, grad/param norm = 5.0214e-02, time/batch = 0.0857s	
7641/21150 (epoch 18.064), train_loss = 1.56727924, grad/param norm = 4.5764e-02, time/batch = 0.0823s	
7642/21150 (epoch 18.066), train_loss = 1.61809430, grad/param norm = 4.7353e-02, time/batch = 0.0828s	
7643/21150 (epoch 18.069), train_loss = 1.67109502, grad/param norm = 5.2851e-02, time/batch = 0.0832s	
7644/21150 (epoch 18.071), train_loss = 1.65790472, grad/param norm = 5.4065e-02, time/batch = 0.0817s	
7645/21150 (epoch 18.073), train_loss = 1.65019279, grad/param norm = 4.9977e-02, time/batch = 0.0821s	
7646/21150 (epoch 18.076), train_loss = 1.68053878, grad/param norm = 5.7531e-02, time/batch = 0.0823s	
7647/21150 (epoch 18.078), train_loss = 1.62422006, grad/param norm = 5.3013e-02, time/batch = 0.0820s	
7648/21150 (epoch 18.080), train_loss = 1.61566021, grad/param norm = 5.0681e-02, time/batch = 0.0841s	
7649/21150 (epoch 18.083), train_loss = 1.70187866, grad/param norm = 5.4628e-02, time/batch = 0.0822s	
7650/21150 (epoch 18.085), train_loss = 1.61983367, grad/param norm = 5.0583e-02, time/batch = 0.0887s	
7651/21150 (epoch 18.087), train_loss = 1.76875407, grad/param norm = 5.8892e-02, time/batch = 0.0867s	
7652/21150 (epoch 18.090), train_loss = 1.73051512, grad/param norm = 5.8642e-02, time/batch = 0.0846s	
7653/21150 (epoch 18.092), train_loss = 1.66044791, grad/param norm = 4.9418e-02, time/batch = 0.0825s	
7654/21150 (epoch 18.095), train_loss = 1.68829275, grad/param norm = 5.3460e-02, time/batch = 0.0852s	
7655/21150 (epoch 18.097), train_loss = 1.69138755, grad/param norm = 5.0813e-02, time/batch = 0.0815s	
7656/21150 (epoch 18.099), train_loss = 1.71347805, grad/param norm = 5.2740e-02, time/batch = 0.0787s	
7657/21150 (epoch 18.102), train_loss = 1.63097664, grad/param norm = 4.4659e-02, time/batch = 0.0766s	
7658/21150 (epoch 18.104), train_loss = 1.62173038, grad/param norm = 4.8364e-02, time/batch = 0.0759s	
7659/21150 (epoch 18.106), train_loss = 1.68106621, grad/param norm = 5.6119e-02, time/batch = 0.0757s	
7660/21150 (epoch 18.109), train_loss = 1.67626268, grad/param norm = 4.8598e-02, time/batch = 0.0773s	
7661/21150 (epoch 18.111), train_loss = 1.59184088, grad/param norm = 4.7657e-02, time/batch = 0.0773s	
7662/21150 (epoch 18.113), train_loss = 1.60640457, grad/param norm = 5.2894e-02, time/batch = 0.0749s	
7663/21150 (epoch 18.116), train_loss = 1.60800000, grad/param norm = 5.9980e-02, time/batch = 0.0748s	
7664/21150 (epoch 18.118), train_loss = 1.59052306, grad/param norm = 4.9158e-02, time/batch = 0.0819s	
7665/21150 (epoch 18.121), train_loss = 1.61628550, grad/param norm = 4.8135e-02, time/batch = 0.0828s	
7666/21150 (epoch 18.123), train_loss = 1.58178479, grad/param norm = 5.0497e-02, time/batch = 0.0824s	
7667/21150 (epoch 18.125), train_loss = 1.61316664, grad/param norm = 4.9938e-02, time/batch = 0.0803s	
7668/21150 (epoch 18.128), train_loss = 1.65470398, grad/param norm = 5.4121e-02, time/batch = 0.0813s	
7669/21150 (epoch 18.130), train_loss = 1.66176559, grad/param norm = 5.1700e-02, time/batch = 0.0808s	
7670/21150 (epoch 18.132), train_loss = 1.62538395, grad/param norm = 5.0554e-02, time/batch = 0.0780s	
7671/21150 (epoch 18.135), train_loss = 1.60023188, grad/param norm = 5.2592e-02, time/batch = 0.0797s	
7672/21150 (epoch 18.137), train_loss = 1.67456843, grad/param norm = 4.9043e-02, time/batch = 0.0801s	
7673/21150 (epoch 18.139), train_loss = 1.64889960, grad/param norm = 5.4317e-02, time/batch = 0.0786s	
7674/21150 (epoch 18.142), train_loss = 1.63676600, grad/param norm = 5.3980e-02, time/batch = 0.0790s	
7675/21150 (epoch 18.144), train_loss = 1.72011633, grad/param norm = 5.8851e-02, time/batch = 0.0790s	
7676/21150 (epoch 18.147), train_loss = 1.66553275, grad/param norm = 5.2448e-02, time/batch = 0.0783s	
7677/21150 (epoch 18.149), train_loss = 1.65263465, grad/param norm = 5.2961e-02, time/batch = 0.0819s	
7678/21150 (epoch 18.151), train_loss = 1.69292188, grad/param norm = 5.4235e-02, time/batch = 0.0781s	
7679/21150 (epoch 18.154), train_loss = 1.63602690, grad/param norm = 5.1101e-02, time/batch = 0.0815s	
7680/21150 (epoch 18.156), train_loss = 1.69064184, grad/param norm = 4.9138e-02, time/batch = 0.0821s	
7681/21150 (epoch 18.158), train_loss = 1.62382279, grad/param norm = 4.5868e-02, time/batch = 0.0790s	
7682/21150 (epoch 18.161), train_loss = 1.69450683, grad/param norm = 4.9191e-02, time/batch = 0.0796s	
7683/21150 (epoch 18.163), train_loss = 1.72674150, grad/param norm = 5.5837e-02, time/batch = 0.0808s	
7684/21150 (epoch 18.165), train_loss = 1.68894129, grad/param norm = 5.3064e-02, time/batch = 0.0814s	
7685/21150 (epoch 18.168), train_loss = 1.65909956, grad/param norm = 4.8662e-02, time/batch = 0.0769s	
7686/21150 (epoch 18.170), train_loss = 1.57706798, grad/param norm = 5.4403e-02, time/batch = 0.0786s	
7687/21150 (epoch 18.173), train_loss = 1.67787952, grad/param norm = 5.4353e-02, time/batch = 0.0771s	
7688/21150 (epoch 18.175), train_loss = 1.60172491, grad/param norm = 4.7617e-02, time/batch = 0.0779s	
7689/21150 (epoch 18.177), train_loss = 1.60999472, grad/param norm = 5.2488e-02, time/batch = 0.0780s	
7690/21150 (epoch 18.180), train_loss = 1.66497125, grad/param norm = 4.8403e-02, time/batch = 0.0826s	
7691/21150 (epoch 18.182), train_loss = 1.64835934, grad/param norm = 5.0389e-02, time/batch = 0.0794s	
7692/21150 (epoch 18.184), train_loss = 1.68245111, grad/param norm = 5.2945e-02, time/batch = 0.0778s	
7693/21150 (epoch 18.187), train_loss = 1.67170553, grad/param norm = 5.1472e-02, time/batch = 0.0802s	
7694/21150 (epoch 18.189), train_loss = 1.66834511, grad/param norm = 5.1621e-02, time/batch = 0.0744s	
7695/21150 (epoch 18.191), train_loss = 1.66644212, grad/param norm = 4.8723e-02, time/batch = 0.0829s	
7696/21150 (epoch 18.194), train_loss = 1.53325543, grad/param norm = 5.5408e-02, time/batch = 0.0825s	
7697/21150 (epoch 18.196), train_loss = 1.61746427, grad/param norm = 5.3434e-02, time/batch = 0.0785s	
7698/21150 (epoch 18.199), train_loss = 1.64955986, grad/param norm = 5.0749e-02, time/batch = 0.0836s	
